AOL,Course Code,Course Name,Exam Board,KS,Label,Provider,School,School Id,Subject2,Year,Pupils
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,Blackwater Integrated College,4260309,ICT,12,15
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,St Joseph's High (Crossmaglen),5230167,ICT,12,10
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,De La Salle College,1230182,ICT,12,8
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,Cookstown High,5210230,ICT,12,12
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,Abbey Community College,3210313,ICT,12,132
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,St Ronan's College,5420314,ICT,12,90
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,Belfast Boys' Model School,1210022,ICT,12,72
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,Ballymoney High School,3210133,ICT,12,103
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,St Mary's Christian Brothers' Grammar School,1420021,ICT,12,21
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,Movilla High School,4210012,ICT,12,9
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,St Joseph's Boys' School,2230131,ICT,12,51
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,Lismore Comprehensive,5230213,ICT,12,22
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,Sacred Heart College,2230298,ICT,12,21
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,Craigavon Senior High School,5210282,ICT,12,57
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,Dean Maguirc College,2230138,ICT,12,47
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,Blessed Trinity College,1230321,ICT,12,63
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,St Ciaran's College,5230152,ICT,12,6
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,Our Lady of Lourdes High School,3230075,ICT,12,18
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,Saintfield High School,4210063,ICT,12,16
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,St Patrick's College (Dungannon),5230293,ICT,12,25
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,Lagan College,4260255,ICT,12,13
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,Wellington College,1410270,ICT,12,16
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,St Joseph's College (Enniskillen),2230100,ICT,12,3
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,All Saints College,1230324,ICT,12,90
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,St Patrick's College (Dungiven),2230144,ICT,12,22
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,St Colmcille's High School,4230102,ICT,12,19
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,Rathfriland High,5210127,ICT,12,14
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,Hazelwood Integrated College,1260269,ICT,12,27
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,St Patrick's Grammar (Armagh),5420268,ICT,12,16
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,Strabane Academy,2410311,ICT,12,35
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,Aughnacloy College,5210153,ICT,12,17
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,City of Armagh High School,5210121,ICT,12,12
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,St Kevin's College,2230322,ICT,12,13
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,St Conor's College,3230318,ICT,12,23
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,Coleraine College,3210300,ICT,12,11
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,Breda Academy,4210316,ICT,12,13
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,Dominican College,3420068,ICT,12,12
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,St Patrick's College,3230234,ICT,12,11
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,St Benedict's College,3230308,ICT,12,16
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,Fort Hill Integrated College,4250072,ICT,12,11
LLW,601/8497/8,OCN NI Level 2 Certificate in Information Technology Applications,OCN,4,A,Own School,Belfast Model School for Girls,1210021,ICT,12,128
ST,600/1062/9,OCR Level 2 Extended Certificate in IT User Skills (ITQ) (QCF),OCR,4,A,Own School,St Patrick's & St Brigid's College,2230122,ICT,12,20
ST,500/6743/6,OCR Level 2 ITQ Certificate in IT User Skills (QCF),OCR,4,A,Own School,St Colm's High School (Twinbrook),4230223,ICT,12,23
ST,500/6743/6,OCR Level 2 ITQ Certificate in IT User Skills (QCF),OCR,4,A,Own School,Mercy College,1230104,ICT,12,39
ST,600/6071/2,Pearson BTEC Level 1 Level 2 First Certificate in Information and Creative Technology,Pearson,4,A,Own School,St Benedict's College,3230308,ICT,12,22
ST,600/6071/2,Pearson BTEC Level 1 Level 2 First Certificate in Information and Creative Technology,Pearson,4,A,Own School,Cookstown High,5210230,ICT,12,46
ST,600/6071/2,Pearson BTEC Level 1 Level 2 First Certificate in Information and Creative Technology,Pearson,4,A,Own School,Blackwater Integrated College,4260309,ICT,12,8
ST,600/6071/2,Pearson BTEC Level 1 Level 2 First Certificate in Information and Creative Technology,Pearson,4,A,Own School,Hazelwood Integrated College,1260269,ICT,12,53
ST,600/6071/2,Pearson BTEC Level 1 Level 2 First Certificate in Information and Creative Technology,Pearson,4,A,Own School,Carrickfergus Academy,3210323,ICT,12,37
ST,500/7832/X,Pearson BTEC Level 2 Certificate for IT Users (ITQ) (QCF),Pearson,4,A,Own School,Glengormley High School,3210202,ICT,12,53
ST,500/7832/X,Pearson BTEC Level 2 Certificate for IT Users (ITQ) (QCF),Pearson,4,A,Own School,Bangor Academy & Sixth Form College,4210296,ICT,12,31
ST,500/7832/X,Pearson BTEC Level 2 Certificate for IT Users (ITQ) (QCF),Pearson,4,A,Own School,St Columbanus' College,4230107,ICT,12,54
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,Ashfield Boys' High School,1210015,ICT,12,114
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,St Joseph's Boys' High (Newry),5230056,ICT,12,12
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,St Mary's College (Derry),2230081,ICT,12,9
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,St Mary's High School (Downpatrick),4230023,ICT,12,17
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,St Brigid's College (Derry),2230225,ICT,12,15
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,Rathfriland High,5210127,ICT,12,17
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,St Kevin's College,2230322,ICT,12,6
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,Lismore Comprehensive,5230213,ICT,12,88
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,City of Armagh High School,5210121,ICT,12,15
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,Banbridge High,5210047,ICT,12,18
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,Sacred Heart College,2230298,ICT,12,39
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,Nendrum College,4210045,ICT,12,24
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,Devenish College,2210312,ICT,12,29
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,Integrated College Dungannon,5260286,ICT,12,44
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,Dundonald High School,4210262,ICT,12,36
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,Edmund Rice College,3230203,ICT,12,52
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,De La Salle High School,4230224,ICT,12,39
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,New-Bridge Integrated College,5260285,ICT,12,35
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,Parkhall College,3250207,ICT,12,23
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,Fivemiletown College,5210097,ICT,12,16
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,Lisneal College,2210306,ICT,12,64
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Collaboration with other school,St Mary's College (Irvinestown),2230109,ICT,12,19
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,Glastry College,4210046,ICT,12,43
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,Lagan College,4260255,ICT,12,31
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,Coleraine Grammar School,3420317,ICT,12,17
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,Holy Trinity College,5230278,ICT,12,83
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,St Joseph's College (Coalisland),5230192,ICT,12,11
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,Craigavon Senior High School,5210282,ICT,12,158
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,St Patrick's College,3230084,ICT,12,31
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,St Patrick's College,3230234,ICT,12,22
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,St Patrick's High (Keady),5230187,ICT,12,20
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,St Louise's Comprehensive College,1230053,ICT,12,8
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,Markethill High,5210083,ICT,12,19
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,St Patrick's College (Banbridge),5230076,ICT,12,55
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Collaboration with other school,St Joseph's College (Enniskillen),2230100,ICT,12,7
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,Strangford College,4260295,ICT,12,18
ST,600/4789/6,Pearson Edexcel BTEC Level 1 Level 2 First Award in Information and Creative Technology,Pearson,4,A,Own School,St John the Baptist College,5230321,ICT,12,18
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Own School,St Patrick's Grammar (Armagh),5420268,CS,13,12
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Collaboration with other school,St Patrick's College (Dungannon),5230293,CS,13,1
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Own School,Slemish College,3260289,CS,13,6
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Own School,St Ciaran's College,5230152,CS,13,10
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Own School,Friends' School,4420050,CS,13,4
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Collaboration with other school,"Royal School, Armagh",5420263,CS,13,9
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Own School,Limavady Grammar School,2410048,CS,13,10
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Own School,St Louise's Comprehensive College,1230053,CS,13,5
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Collaboration with other school,Christian Brothers Grammar (Omagh),2420064,CS,13,11
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Own School,St Patrick's College,3230234,CS,13,4
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Collaboration with other school,Belfast Royal Academy,1420028,CS,13,14
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Own School,Loreto College,3420034,CS,13,8
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Collaboration with other school,St Patrick's High (Keady),5230187,CS,13,1
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Own School,Lagan College,4260255,CS,13,10
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Own School,Lumen Christi College,2420287,CS,13,10
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Own School,Coleraine Grammar School,3420317,CS,13,13
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Own School,Wallace High School,4420051,CS,13,12
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Own School,Banbridge Academy,5410013,CS,13,17
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Collaboration with other school,St Patrick's Academy (Dungannon),5420304,CS,13,21
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Own School,St Mary's Grammar School,3420080,CS,13,4
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Collaboration with other school,Loreto Grammar,2420065,CS,13,1
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Own School,Our Lady's Grammar School,5420060,CS,13,5
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Own School,Shimna College,4260281,CS,13,6
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Own School,Down High School,4410085,CS,13,11
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Own School,Grosvenor Grammar School,1410079,CS,13,19
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Own School,St Ronan's College,5420314,CS,13,14
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Own School,Colaiste Feirste,1240291,CS,13,5
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Own School,Dromore High,5210064,CS,13,4
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Own School,St Colman's College,5420062,CS,13,7
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Collaboration with other school,St Catherine's College,5230218,CS,13,1
ST,601/8913/7,CCEA Level 3 Advanced Subsidiary GCE in Software Systems Development,CCEA,5,A,Collaboration with other school,St Malachy's College,1420030,CS,13,4
LLW,601/8844/3,OCN NI Level 3 Diploma in Information Technology Applications,OCN,5,A,Own School,Breda Academy,4210316,ICT,13,17
LLW,601/8844/3,OCN NI Level 3 Diploma in Information Technology Applications,OCN,5,A,Own School,St Malachy's High School (Castlewellan),4230211,ICT,13,4
LLW,601/8844/3,OCN NI Level 3 Diploma in Information Technology Applications,OCN,5,A,Own School,St Genevieve's High,1230155,ICT,13,31
LLW,601/8844/3,OCN NI Level 3 Diploma in Information Technology Applications,OCN,5,A,Own School,De La Salle College,1230182,ICT,13,10
ES,601/7101/7,OCR Level 3 Cambridge Technical Diploma in IT (VRQ),OCR,5,A,Own School,St Patrick's College,3230084,ICT,13,16
ST,601/7098/0,OCR Level 3 Cambridge Technical Extended Certificate in IT,OCR,5,A,Own School,Strabane Academy,2410311,ICT,13,9
ST,601/7098/0,OCR Level 3 Cambridge Technical Extended Certificate in IT,OCR,5,A,Own School,St Joseph's College,1230275,ICT,13,11
ST,601/7098/0,OCR Level 3 Cambridge Technical Extended Certificate in IT,OCR,5,A,Own School,St Malachy's High School (Castlewellan),4230211,ICT,13,13
ST,601/7098/0,OCR Level 3 Cambridge Technical Extended Certificate in IT,OCR,5,A,Own School,Lismore Comprehensive,5230213,ICT,13,22
ST,601/7098/0,OCR Level 3 Cambridge Technical Extended Certificate in IT,OCR,5,A,Own School,Cullybackey College,3210172,ICT,13,18
ST,601/7098/0,OCR Level 3 Cambridge Technical Extended Certificate in IT,OCR,5,A,Own School,St Paul's High (Bessbrook),5230157,ICT,13,21
ST,601/7098/0,OCR Level 3 Cambridge Technical Extended Certificate in IT,OCR,5,A,Own School,Mercy College,1230104,ICT,13,8
ST,601/7098/0,OCR Level 3 Cambridge Technical Extended Certificate in IT,OCR,5,A,Own School,St Colman's High School,4230161,ICT,13,16
ST,601/7099/2,OCR Level 3 Cambridge Technical Introductory Diploma in IT,OCR,5,A,Own School,Sperrin Integrated College,3260303,ICT,13,10
ST,601/7099/2,OCR Level 3 Cambridge Technical Introductory Diploma in IT,OCR,5,A,Own School,Strangford College,4260295,ICT,13,19
