AOL,Course Code,Course Name,Exam Board,KS,Label,Provider,School,School Id,Subject2,Year,Pupils
ST,601/7099/2,OCR Level 3 Cambridge Technical Introductory Diploma in IT,OCR,5,A,Own School,Fort Hill Integrated College,4250072,ICT,13,13
ST,601/7099/2,OCR Level 3 Cambridge Technical Introductory Diploma in IT,OCR,5,A,Collaboration with other school,Ballycastle High School,3210124,ICT,13,14
ST,601/7099/2,OCR Level 3 Cambridge Technical Introductory Diploma in IT,OCR,5,A,Collaboration with other school,Cross and Passion College,3230227,ICT,13,12
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,Christian Brothers Grammar (Omagh),2420064,ICT,13,11
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Mary's Limavady,2230077,ICT,13,41
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Conor's College,3230318,ICT,13,13
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,Loreto College,3420034,ICT,13,18
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,Parkhall College,3250207,ICT,13,19
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Collaboration with other school,Carrickfergus Grammar School,3410098,ICT,13,1
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,Assumption Grammar School,4420086,ICT,13,3
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,Magherafelt High School,3210035,ICT,13,14
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,Oakgrove Integrated College,2260276,ICT,13,14
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,Limavady High School,2210302,ICT,13,9
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Malachy's College,1420030,ICT,13,22
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Pius X College,3230168,ICT,13,32
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,Ulidia Integrated College,3260299,ICT,13,10
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,Blessed Trinity College,1230321,ICT,13,41
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Joseph's Grammar School,5420073,ICT,13,22
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,Lisneal College,2210306,ICT,13,26
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Collaboration with other school,St Patrick's College (Dungiven),2230144,ICT,13,20
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Patrick's Grammar (Armagh),5420268,ICT,13,20
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Mary's High (Newry),5230108,ICT,13,9
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,De La Salle High School,4230224,ICT,13,15
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Louise's Comprehensive College,1230053,ICT,13,30
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,Edmund Rice College,3230203,ICT,13,25
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,Abbey Community College,3210313,ICT,13,25
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Ronan's College,5420314,ICT,13,31
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Dominic's Grammar School for Girls,1420029,ICT,13,7
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Cecilia's College,2230188,ICT,13,20
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Collaboration with other school,Carrickfergus Academy,3210323,ICT,13,29
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,Dominican College,3420068,ICT,13,18
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Mark's High,5230135,ICT,13,28
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,North Coast Integrated College,3260290,ICT,13,20
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Columb's College,2420054,ICT,13,22
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,New-Bridge Integrated College,5260285,ICT,13,12
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,Priory Integrated College,4250024,ICT,13,15
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,All Saints College,1230324,ICT,13,58
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Collaboration with other school,Gaelcholaiste Dhoire,2240319,ICT,13,5
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Joseph's Boys' School,2230131,ICT,13,31
ST,600/4237/0,OCR Level 3 Cambridge Technical Subsidiary Diploma in IT (QCF),OCR,5,A,Own School,Larne High School,3210038,ICT,13,13
ST,603/0455/8,Pearson BTEC Level 3 National Diploma in Information Technology,Pearson,5,A,Own School,Belfast Boys' Model School,1210022,ICT,13,18
ST,603/0455/8,Pearson BTEC Level 3 National Diploma in Information Technology,Pearson,5,A,Own School,Royal Belfast Academical Institution,1420027,ICT,13,13
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Coleraine Grammar School,3420317,ICT,13,22
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Integrated College Dungannon,5260286,ICT,13,13
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Slemish College,3260289,ICT,13,7
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,St Columbanus' College,4230107,ICT,13,21
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Holy Trinity College,5230278,ICT,13,43
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,FE,Down High School,4410085,ICT,13,8
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Dromore High,5210064,ICT,13,16
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,St Patrick's College (Banbridge),5230076,ICT,13,9
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Cookstown High,5210230,ICT,13,9
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Christian Brothers' Abbey Grammar School,5420059,ICT,13,8
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Dunclug College,3210208,ICT,13,11
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Victoria College,1420264,ICT,13,9
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Lagan College,4260255,ICT,13,12
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Bangor Academy & Sixth Form College,4210296,ICT,13,59
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Hazelwood Integrated College,1260269,ICT,13,30
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Ashfield Girls' High School,1210014,ICT,13,12
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,St Louis' Grammar School,3420010,ICT,13,13
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Banbridge High,5210047,ICT,13,7
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Glastry College,4210046,ICT,13,9
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Antrim Grammar School,3410209,ICT,13,14
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Castlederg High,2210065,ICT,13,4
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Glengormley High School,3210202,ICT,13,20
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,St Ciaran's College,5230152,ICT,13,26
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Foyle College,2420229,ICT,13,4
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Belfast Boys' Model School,1210022,ICT,13,21
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Cambridge House Grammar School,3410297,ICT,13,4
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Breda Academy,4210316,ICT,13,14
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,St Mary's Christian Brothers' Grammar School,1420021,ICT,13,14
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Bloomfield Collegiate School,1410315,ICT,13,9
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Sacred Heart College,2230298,ICT,13,24
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,St Michael's Grammar (Enniskillen),2420043,ICT,13,18
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Collaboration with other school,St Patrick's Grammar (Downpatrick),4420088,ICT,13,42
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Ashfield Boys' High School,1210015,ICT,13,39
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,St Patrick's College (Dungannon),5230293,ICT,13,14
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,St Killian's College,3230310,ICT,13,13
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Lisnagarvey High School,4210051,ICT,13,20
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Collaboration with other school,De La Salle High School,4230224,ICT,13,1
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,St Patrick's High (Keady),5230187,ICT,13,6
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Campbell College,1420020,ICT,13,7
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,De La Salle College,1230182,ICT,13,16
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Malone College,1260294,ICT,13,10
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,St Joseph's College (Enniskillen),2230100,ICT,13,2
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Royal Belfast Academical Institution,1420027,ICT,13,11
ST,500/9147/5,Pearson Edexcel BTEC Level 3 Subsidiary Diploma In IT (QCF),Pearson,5,A,Own School,Devenish College,2210312,ICT,13,19
ST,500/9147/5,Pearson Edexcel BTEC Level 3 Subsidiary Diploma In IT (QCF),Pearson,5,A,Own School,Wellington College,1410270,ICT,13,6
ST,500/9147/5,Pearson Edexcel BTEC Level 3 Subsidiary Diploma In IT (QCF),Pearson,5,A,Own School,St Joseph's College (Enniskillen),2230100,ICT,13,2
ST,603/2151/9,WJEC Level 3 Advanced Subsidiary GCE in Applied ICT,WJEC,5,A,Own School,St Mary's College (Derry),2230081,ICT,13,10
ST,603/2153/2,WJEC Level 3 Advanced Subsidiary GCE in Information and Communication Technology,WJEC,5,A,Own School,Larne Grammar School,3420046,ICT,13,55
ST,603/2153/2,WJEC Level 3 Advanced Subsidiary GCE in Information and Communication Technology,WJEC,5,A,Own School,St Brigid's College (Derry),2230225,ICT,13,15
ST,601/8914/9,CCEA Level 3 Advanced GCE in Software Systems Development,CCEA,5,A,Own School,Belfast Royal Academy,1420028,CS,14,11
ST,601/8914/9,CCEA Level 3 Advanced GCE in Software Systems Development,CCEA,5,A,Collaboration with other school,St Patrick's College (Dungannon),5230293,CS,14,1
ST,601/8914/9,CCEA Level 3 Advanced GCE in Software Systems Development,CCEA,5,A,Own School,Lagan College,4260255,CS,14,8
ST,601/8914/9,CCEA Level 3 Advanced GCE in Software Systems Development,CCEA,5,A,Own School,Shimna College,4260281,CS,14,6
ST,601/8914/9,CCEA Level 3 Advanced GCE in Software Systems Development,CCEA,5,A,Own School,Friends' School,4420050,CS,14,12
ST,601/8914/9,CCEA Level 3 Advanced GCE in Software Systems Development,CCEA,5,A,Own School,Down High School,4410085,CS,14,12
ST,601/8914/9,CCEA Level 3 Advanced GCE in Software Systems Development,CCEA,5,A,Own School,Limavady Grammar School,2410048,CS,14,11
ST,601/8914/9,CCEA Level 3 Advanced GCE in Software Systems Development,CCEA,5,A,Own School,Coleraine Grammar School,3420317,CS,14,7
ST,601/8914/9,CCEA Level 3 Advanced GCE in Software Systems Development,CCEA,5,A,Own School,St Ronan's College,5420314,CS,14,7
ST,601/8914/9,CCEA Level 3 Advanced GCE in Software Systems Development,CCEA,5,A,Own School,St Patrick's Grammar (Armagh),5420268,CS,14,7
ST,601/8914/9,CCEA Level 3 Advanced GCE in Software Systems Development,CCEA,5,A,Own School,Wallace High School,4420051,CS,14,14
ST,601/8914/9,CCEA Level 3 Advanced GCE in Software Systems Development,CCEA,5,A,Own School,Banbridge Academy,5410013,CS,14,16
ST,601/8914/9,CCEA Level 3 Advanced GCE in Software Systems Development,CCEA,5,A,Own School,Grosvenor Grammar School,1410079,CS,14,14
ST,601/8914/9,CCEA Level 3 Advanced GCE in Software Systems Development,CCEA,5,A,Collaboration with other school,"Royal School, Armagh",5420263,CS,14,8
ST,601/8914/9,CCEA Level 3 Advanced GCE in Software Systems Development,CCEA,5,A,Collaboration with other school,Dromore High,5210064,CS,14,9
ST,601/8914/9,CCEA Level 3 Advanced GCE in Software Systems Development,CCEA,5,A,Collaboration with other school,St Patrick's Academy (Dungannon),5420304,CS,14,11
ST,601/8914/9,CCEA Level 3 Advanced GCE in Software Systems Development,CCEA,5,A,Collaboration with other school,St Patrick's College (Banbridge),5230076,CS,14,1
ST,601/8914/9,CCEA Level 3 Advanced GCE in Software Systems Development,CCEA,5,A,Own School,St Colman's College,5420062,CS,14,3
ST,601/8914/9,CCEA Level 3 Advanced GCE in Software Systems Development,CCEA,5,A,Own School,Lumen Christi College,2420287,CS,14,15
ST,601/8914/9,CCEA Level 3 Advanced GCE in Software Systems Development,CCEA,5,A,Own School,Christian Brothers Grammar (Omagh),2420064,CS,14,9
ST,601/8914/9,CCEA Level 3 Advanced GCE in Software Systems Development,CCEA,5,A,Own School,Slemish College,3260289,CS,14,14
ST,601/8914/9,CCEA Level 3 Advanced GCE in Software Systems Development,CCEA,5,A,Own School,St Louise's Comprehensive College,1230053,CS,14,4
ST,601/8914/9,CCEA Level 3 Advanced GCE in Software Systems Development,CCEA,5,A,Own School,Our Lady's Grammar School,5420060,CS,14,5
ST,601/8914/9,CCEA Level 3 Advanced GCE in Software Systems Development,CCEA,5,A,Own School,Loreto College,3420034,CS,14,7
ST,601/8914/9,CCEA Level 3 Advanced GCE in Software Systems Development,CCEA,5,A,Own School,St Mary's Grammar School,3420080,CS,14,5
ST,601/8914/9,CCEA Level 3 Advanced GCE in Software Systems Development,CCEA,5,A,Own School,Colaiste Feirste,1240291,CS,14,9
ST,601/8914/9,CCEA Level 3 Advanced GCE in Software Systems Development,CCEA,5,A,Collaboration with other school,St Patrick's High (Keady),5230187,CS,14,1
ST,601/8914/9,CCEA Level 3 Advanced GCE in Software Systems Development,CCEA,5,A,Collaboration with other school,St Catherine's College,5230218,CS,14,2
LLW,601/8844/3,OCN NI Level 3 Diploma in Information Technology Applications,OCN,5,A,Own School,Breda Academy,4210316,ICT,14,12
LLW,601/8844/3,OCN NI Level 3 Diploma in Information Technology Applications,OCN,5,A,Own School,St Malachy's High School (Castlewellan),4230211,ICT,14,8
ST,600/4231/X,OCR Level 3 Cambridge Technical Diploma in IT (QCF),OCR,5,A,Own School,St Genevieve's High,1230155,ICT,14,24
ST,600/4231/X,OCR Level 3 Cambridge Technical Diploma in IT (QCF),OCR,5,A,Own School,St Patrick's College,3230084,ICT,14,7
ST,600/4231/X,OCR Level 3 Cambridge Technical Diploma in IT (QCF),OCR,5,A,Own School,St Joseph's Grammar School,5420073,ICT,14,17
ST,601/7098/0,OCR Level 3 Cambridge Technical Extended Certificate in IT,OCR,5,A,Own School,St Malachy's High School (Castlewellan),4230211,ICT,14,5
ST,601/7098/0,OCR Level 3 Cambridge Technical Extended Certificate in IT,OCR,5,A,Own School,St Joseph's College,1230275,ICT,14,20
ST,601/7098/0,OCR Level 3 Cambridge Technical Extended Certificate in IT,OCR,5,A,Own School,Cullybackey College,3210172,ICT,14,8
ST,601/7098/0,OCR Level 3 Cambridge Technical Extended Certificate in IT,OCR,5,A,Own School,Larne High School,3210038,ICT,14,8
ST,601/7098/0,OCR Level 3 Cambridge Technical Extended Certificate in IT,OCR,5,A,Own School,Strabane Academy,2410311,ICT,14,8
ST,601/7098/0,OCR Level 3 Cambridge Technical Extended Certificate in IT,OCR,5,A,Own School,Oakgrove Integrated College,2260276,ICT,14,18
ST,601/7098/0,OCR Level 3 Cambridge Technical Extended Certificate in IT,OCR,5,A,Own School,Mercy College,1230104,ICT,14,10
ST,601/7099/2,OCR Level 3 Cambridge Technical Introductory Diploma in IT,OCR,5,A,Own School,Belfast Model School for Girls,1210021,ICT,14,31
ST,601/7099/2,OCR Level 3 Cambridge Technical Introductory Diploma in IT,OCR,5,A,Collaboration with other school,Ballycastle High School,3210124,ICT,14,17
ST,601/7099/2,OCR Level 3 Cambridge Technical Introductory Diploma in IT,OCR,5,A,Collaboration with other school,Cross and Passion College,3230227,ICT,14,11
ST,601/7099/2,OCR Level 3 Cambridge Technical Introductory Diploma in IT,OCR,5,A,Own School,Strangford College,4260295,ICT,14,15
ST,601/7099/2,OCR Level 3 Cambridge Technical Introductory Diploma in IT,OCR,5,A,Own School,Fort Hill Integrated College,4250072,ICT,14,18
ST,601/7099/2,OCR Level 3 Cambridge Technical Introductory Diploma in IT,OCR,5,A,Own School,Magherafelt High School,3210035,ICT,14,10
ST,601/7099/2,OCR Level 3 Cambridge Technical Introductory Diploma in IT,OCR,5,A,Own School,Malone College,1260294,ICT,14,8
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Malachy's College,1420030,ICT,14,17
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Killian's College,3230310,ICT,14,13
