AOL,Course Code,Course Name,Exam Board,KS,Label,Provider,School,School Id,Subject2,Year,Pupils
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Paul's High (Bessbrook),5230157,ICT,14,15
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,North Coast Integrated College,3260290,ICT,14,12
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Patrick's Grammar (Downpatrick),4420088,ICT,14,41
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,Blessed Trinity College,1230321,ICT,14,46
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Patrick's Grammar (Armagh),5420268,ICT,14,10
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,Regent House,4410063,ICT,14,18
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,Parkhall College,3250207,ICT,14,16
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Ronan's College,5420314,ICT,14,22
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Collaboration with other school,Carrickfergus Academy,3210323,ICT,14,27
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,Sperrin Integrated College,3260303,ICT,14,4
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Mark's High,5230135,ICT,14,38
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Pius X College,3230168,ICT,14,25
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Columb's College,2420054,ICT,14,18
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Collaboration with other school,St Mary's High School (Downpatrick),4230023,ICT,14,11
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Collaboration with other school,St Mary's Limavady,2230077,ICT,14,2
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,All Saints College,1230324,ICT,14,34
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,New-Bridge Integrated College,5260285,ICT,14,14
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Louis' Grammar School,5420045,ICT,14,18
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,Christian Brothers Grammar (Omagh),2420064,ICT,14,10
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Louise's Comprehensive College,1230053,ICT,14,33
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,De La Salle College,1230182,ICT,14,32
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,Assumption Grammar School,4420086,ICT,14,7
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Mary's High (Newry),5230108,ICT,14,13
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Dominic's Grammar School for Girls,1420029,ICT,14,7
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,Edmund Rice College,3230203,ICT,14,30
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Collaboration with other school,St Patrick's College (Dungiven),2230144,ICT,14,13
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Cecilia's College,2230188,ICT,14,25
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Collaboration with other school,Carrickfergus Grammar School,3410098,ICT,14,1
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Colman's High School,4230161,ICT,14,8
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,Loreto College,3420034,ICT,14,19
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,St Conor's College,3230318,ICT,14,8
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Collaboration with other school,De La Salle High School,4230224,ICT,14,4
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,Priory Integrated College,4250024,ICT,14,19
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,Abbey Community College,3210313,ICT,14,24
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,Bangor Academy & Sixth Form College,4210296,ICT,14,61
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Own School,Lisneal College,2210306,ICT,14,11
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Collaboration with other school,Limavady High School,2210302,ICT,14,1
ST,600/4623/5,OCR Level 3 Cambridge Technical Introductory Diploma in IT (QCF),OCR,5,A,Collaboration with other school,Gaelcholaiste Dhoire,2240319,ICT,14,1
ST,500/9150/5,Pearson BTEC Level 3 Diploma in IT (QCF),Pearson,5,A,Own School,Royal Belfast Academical Institution,1420027,ICT,14,7
ST,603/0455/8,Pearson BTEC Level 3 National Diploma in Information Technology,Pearson,5,A,Own School,Belfast Boys' Model School,1210022,ICT,14,16
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Banbridge High,5210047,ICT,14,6
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,FE,Down High School,4410085,ICT,14,10
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Castlederg High,2210065,ICT,14,3
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Coleraine Grammar School,3420317,ICT,14,13
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Cookstown High,5210230,ICT,14,8
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,St Ciaran's College,5230152,ICT,14,11
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Dunclug College,3210208,ICT,14,19
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,St Louis' Grammar School,3420010,ICT,14,16
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,St Columbanus' College,4230107,ICT,14,12
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,FE,Bangor Grammar School,4420015,ICT,14,4
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Glastry College,4210046,ICT,14,13
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Antrim Grammar School,3410209,ICT,14,12
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Glengormley High School,3210202,ICT,14,16
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Cambridge House Grammar School,3410297,ICT,14,13
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Christian Brothers' Abbey Grammar School,5420059,ICT,14,17
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Ashfield Girls' High School,1210014,ICT,14,17
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Lagan College,4260255,ICT,14,18
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Newry High,5210186,ICT,14,2
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,St Patrick's College (Banbridge),5230076,ICT,14,9
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Victoria College,1420264,ICT,14,10
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Slemish College,3260289,ICT,14,15
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Foyle College,2420229,ICT,14,13
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Breda Academy,4210316,ICT,14,15
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Hazelwood Integrated College,1260269,ICT,14,30
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,St Mary's Christian Brothers' Grammar School,1420021,ICT,14,11
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,Belfast Boys' Model School,1210022,ICT,14,8
ST,601/7575/8,Pearson BTEC Level 3 National Extended Certificate in Information Technology,Pearson,5,A,Own School,St Michael's Grammar (Enniskillen),2420043,ICT,14,17
ST,500/9147/5,Pearson Edexcel BTEC Level 3 Subsidiary Diploma In IT (QCF),Pearson,5,A,Own School,Wellington College,1410270,ICT,14,8
ST,500/9147/5,Pearson Edexcel BTEC Level 3 Subsidiary Diploma In IT (QCF),Pearson,5,A,Own School,Ashfield Boys' High School,1210015,ICT,14,37
ST,500/9147/5,Pearson Edexcel BTEC Level 3 Subsidiary Diploma In IT (QCF),Pearson,5,A,Collaboration with other school,St Joseph's Boys' School,2230131,ICT,14,27
ST,500/9147/5,Pearson Edexcel BTEC Level 3 Subsidiary Diploma In IT (QCF),Pearson,5,A,Own School,Lisnagarvey High School,4210051,ICT,14,19
ST,500/9147/5,Pearson Edexcel BTEC Level 3 Subsidiary Diploma In IT (QCF),Pearson,5,A,Own School,Ulidia Integrated College,3260299,ICT,14,11
ST,500/9147/5,Pearson Edexcel BTEC Level 3 Subsidiary Diploma In IT (QCF),Pearson,5,A,Collaboration with other school,St Mary's College (Derry),2230081,ICT,14,2
ST,500/9147/5,Pearson Edexcel BTEC Level 3 Subsidiary Diploma In IT (QCF),Pearson,5,A,Own School,Royal Belfast Academical Institution,1420027,ICT,14,16
ST,500/9147/5,Pearson Edexcel BTEC Level 3 Subsidiary Diploma In IT (QCF),Pearson,5,A,Own School,Devenish College,2210312,ICT,14,16
ST,500/9147/5,Pearson Edexcel BTEC Level 3 Subsidiary Diploma In IT (QCF),Pearson,5,A,Collaboration with other school,St Joseph's College (Enniskillen),2230100,ICT,14,6
ST,500/9147/5,Pearson Edexcel BTEC Level 3 Subsidiary Diploma In IT (QCF),Pearson,5,A,Own School,Sacred Heart College,2230298,ICT,14,27
ST,500/9147/5,Pearson Edexcel BTEC Level 3 Subsidiary Diploma In IT (QCF),Pearson,5,A,Collaboration with other school,Erne Integrated College,2260280,ICT,14,2
ST,603/2152/0,WJEC Level 3 Advanced GCE in Information and Communication Technology,WJEC,5,A,Own School,St Brigid's College (Derry),2230225,ICT,14,11
ST,603/2152/0,WJEC Level 3 Advanced GCE in Information and Communication Technology,WJEC,5,A,Own School,Larne Grammar School,3420046,ICT,14,39
ST,601/8301/9,AQA Level 1 Level 2 GCSE (9-1) in Computer Science,AQA,4,A,Own School,Sullivan Upper School,4420044,CS,11,25
ST,601/8301/9,AQA Level 1 Level 2 GCSE (9-1) in Computer Science,AQA,4,A,Own School,St Patrick's Grammar (Downpatrick),4420088,CS,11,20
ST,601/8301/9,AQA Level 1 Level 2 GCSE (9-1) in Computer Science,AQA,4,A,Collaboration with other school,Cross and Passion College,3230227,CS,11,9
ST,601/8355/X,OCR Level 1 Level 2 GCSE (9-1) in Computer Science,OCR,4,A,Own School,"Royal School, Dungannon",5420260,CS,11,27
ST,601/8355/X,OCR Level 1 Level 2 GCSE (9-1) in Computer Science,OCR,4,A,Own School,Banbridge Academy,5410013,CS,11,27
ST,601/8355/X,OCR Level 1 Level 2 GCSE (9-1) in Computer Science,OCR,4,A,Own School,Belfast Model School for Girls,1210021,CS,11,107
ST,601/8355/X,OCR Level 1 Level 2 GCSE (9-1) in Computer Science,OCR,4,A,Own School,St Colman's College,5420062,CS,11,15
ST,601/8355/X,OCR Level 1 Level 2 GCSE (9-1) in Computer Science,OCR,4,A,Own School,"Our Lady and St Patrick's College, Knock",4420259,CS,11,26
ST,601/8355/X,OCR Level 1 Level 2 GCSE (9-1) in Computer Science,OCR,4,A,Own School,St Louis' Grammar School,3420010,CS,11,32
ST,601/8355/X,OCR Level 1 Level 2 GCSE (9-1) in Computer Science,OCR,4,A,Own School,Belfast High School,3420077,CS,11,23
ST,601/8355/X,OCR Level 1 Level 2 GCSE (9-1) in Computer Science,OCR,4,A,Own School,Belfast Royal Academy,1420028,CS,11,58
ST,601/8355/X,OCR Level 1 Level 2 GCSE (9-1) in Computer Science,OCR,4,A,Own School,St Mary's Christian Brothers' Grammar School,1420021,CS,11,17
ST,601/8355/X,OCR Level 1 Level 2 GCSE (9-1) in Computer Science,OCR,4,A,Own School,Rathmore,1420095,CS,11,45
ST,601/8355/X,OCR Level 1 Level 2 GCSE (9-1) in Computer Science,OCR,4,A,Own School,St Killian's College,3230310,CS,11,16
ST,601/8291/X,WJEC Eduqas Level 1 Level 2 GCSE (9-1) in Computer Science,WJEC,4,A,Own School,St Malachy's College,1420030,CS,11,26
ST,601/8291/X,WJEC Eduqas Level 1 Level 2 GCSE (9-1) in Computer Science,WJEC,4,A,Own School,Lagan College,4260255,CS,11,22
ST,601/8291/X,WJEC Eduqas Level 1 Level 2 GCSE (9-1) in Computer Science,WJEC,4,A,Own School,Antrim Grammar School,3410209,CS,11,21
ST,601/8291/X,WJEC Eduqas Level 1 Level 2 GCSE (9-1) in Computer Science,WJEC,4,A,Own School,St Malachy's High School (Castlewellan),4230211,CS,11,14
ST,601/8301/9,AQA Level 1 Level 2 GCSE (9-1) in Computer Science,AQA,4,A,Own School,Sullivan Upper School,4420044,CS,12,40
ST,601/8301/9,AQA Level 1 Level 2 GCSE (9-1) in Computer Science,AQA,4,A,Collaboration with other school,Ballycastle High School,3210124,CS,12,16
ST,601/8355/X,OCR Level 1 Level 2 GCSE (9-1) in Computer Science,OCR,4,A,Own School,Bangor Grammar School,4420015,CS,12,24
ST,601/8355/X,OCR Level 1 Level 2 GCSE (9-1) in Computer Science,OCR,4,A,Own School,Rathmore,1420095,CS,12,35
ST,601/8355/X,OCR Level 1 Level 2 GCSE (9-1) in Computer Science,OCR,4,A,Own School,"Royal School, Dungannon",5420260,CS,12,17
ST,601/8355/X,OCR Level 1 Level 2 GCSE (9-1) in Computer Science,OCR,4,A,Own School,Banbridge Academy,5410013,CS,12,25
ST,601/8355/X,OCR Level 1 Level 2 GCSE (9-1) in Computer Science,OCR,4,A,Own School,St Colman's College,5420062,CS,12,11
ST,601/8355/X,OCR Level 1 Level 2 GCSE (9-1) in Computer Science,OCR,4,A,Own School,"Our Lady and St Patrick's College, Knock",4420259,CS,12,29
ST,601/8355/X,OCR Level 1 Level 2 GCSE (9-1) in Computer Science,OCR,4,A,Own School,St Louis' Grammar School,3420010,CS,12,21
ST,601/8355/X,OCR Level 1 Level 2 GCSE (9-1) in Computer Science,OCR,4,A,Own School,Belfast High School,3420077,CS,12,19
ST,601/8355/X,OCR Level 1 Level 2 GCSE (9-1) in Computer Science,OCR,4,A,Own School,Belfast Royal Academy,1420028,CS,12,52
ST,601/8355/X,OCR Level 1 Level 2 GCSE (9-1) in Computer Science,OCR,4,A,Own School,Belfast Model School for Girls,1210021,CS,12,35
ST,601/8291/X,WJEC Eduqas Level 1 Level 2 GCSE (9-1) in Computer Science,WJEC,4,A,Own School,St Malachy's College,1420030,CS,12,40
ST,601/8291/X,WJEC Eduqas Level 1 Level 2 GCSE (9-1) in Computer Science,WJEC,4,A,Own School,Antrim Grammar School,3410209,CS,12,16
ST,601/8291/X,WJEC Eduqas Level 1 Level 2 GCSE (9-1) in Computer Science,WJEC,4,A,Own School,Lagan College,4260255,CS,12,15
ST,601/4569/9,AQA Level 3 Advanced GCE in Computer Science,AQA,5,G,Own School,Methodist College,1420022,CS,13,8
ST,601/4569/9,AQA Level 3 Advanced GCE in Computer Science,AQA,5,G,Own School,Sullivan Upper School,4420044,CS,13,12
ST,601/4569/9,AQA Level 3 Advanced GCE in Computer Science,AQA,5,G,Own School,Dalriada School,3420012,CS,13,15
ST,601/4911/5,OCR Level 3 Advanced GCE in Computer Science,OCR,5,G,Own School,"Royal School, Dungannon",5420260,CS,13,5
ST,601/4911/5,OCR Level 3 Advanced GCE in Computer Science,OCR,5,G,Own School,St Mary's Christian Brothers' Grammar School,1420021,CS,13,10
ST,601/4911/5,OCR Level 3 Advanced GCE in Computer Science,OCR,5,G,Own School,Bangor Grammar School,4420015,CS,13,12
ST,601/5391/X,WJEC Level 3 Advanced Subsidiary GCE in Computer Science,WJEC,5,G,Own School,Christian Brothers' Abbey Grammar School,5420059,CS,13,9
ST,601/5391/X,WJEC Level 3 Advanced Subsidiary GCE in Computer Science,WJEC,5,G,Own School,Portadown College,5410067,CS,13,8
ST,601/5391/X,WJEC Level 3 Advanced Subsidiary GCE in Computer Science,WJEC,5,G,Own School,Belfast High School,3420077,CS,13,7
ST,601/5391/X,WJEC Level 3 Advanced Subsidiary GCE in Computer Science,WJEC,5,G,Own School,St Louis' Grammar School,3420010,CS,13,17
ST,601/5391/X,WJEC Level 3 Advanced Subsidiary GCE in Computer Science,WJEC,5,G,Own School,Royal Belfast Academical Institution,1420027,CS,13,13
ST,601/5391/X,WJEC Level 3 Advanced Subsidiary GCE in Computer Science,WJEC,5,G,Own School,Ballyclare High School (Grammar),3410008,CS,13,5
ST,601/5391/X,WJEC Level 3 Advanced Subsidiary GCE in Computer Science,WJEC,5,G,Own School,Antrim Grammar School,3410209,CS,13,5
ST,601/5391/X,WJEC Level 3 Advanced Subsidiary GCE in Computer Science,WJEC,5,G,Own School,"Our Lady and St Patrick's College, Knock",4420259,CS,13,12
ST,601/5391/X,WJEC Level 3 Advanced Subsidiary GCE in Computer Science,WJEC,5,G,Own School,Rathmore,1420095,CS,13,15
ST,601/5391/X,WJEC Level 3 Advanced Subsidiary GCE in Computer Science,WJEC,5,G,Own School,Assumption Grammar School,4420086,CS,13,5
ST,601/4569/9,AQA Level 3 Advanced GCE in Computer Science,AQA,5,G,Own School,Sullivan Upper School,4420044,CS,14,4
ST,601/4569/9,AQA Level 3 Advanced GCE in Computer Science,AQA,5,G,Own School,Dalriada School,3420012,CS,14,3
ST,601/4569/9,AQA Level 3 Advanced GCE in Computer Science,AQA,5,G,Own School,St Patrick's Grammar (Downpatrick),4420088,CS,14,3
ST,601/4911/5,OCR Level 3 Advanced GCE in Computer Science,OCR,5,G,Own School,"Royal School, Dungannon",5420260,CS,14,4
ST,601/4911/5,OCR Level 3 Advanced GCE in Computer Science,OCR,5,G,Own School,St Mary's Christian Brothers' Grammar School,1420021,CS,14,19
ST,601/4911/5,OCR Level 3 Advanced GCE in Computer Science,OCR,5,G,Own School,Bangor Grammar School,4420015,CS,14,7
ST,601/5345/3,WJEC Level 3 Advanced GCE in Computer Science,WJEC,5,G,Own School,Antrim Grammar School,3410209,CS,14,1
ST,601/5345/3,WJEC Level 3 Advanced GCE in Computer Science,WJEC,5,G,Own School,Christian Brothers' Abbey Grammar School,5420059,CS,14,9
ST,601/5345/3,WJEC Level 3 Advanced GCE in Computer Science,WJEC,5,G,Own School,Assumption Grammar School,4420086,CS,14,4
ST,601/5345/3,WJEC Level 3 Advanced GCE in Computer Science,WJEC,5,G,Own School,"Our Lady and St Patrick's College, Knock",4420259,CS,14,16
ST,601/5345/3,WJEC Level 3 Advanced GCE in Computer Science,WJEC,5,G,Own School,Ballyclare High School (Grammar),3410008,CS,14,7
ST,601/5345/3,WJEC Level 3 Advanced GCE in Computer Science,WJEC,5,G,Own School,Portadown College,5410067,CS,14,12
ST,601/5345/3,WJEC Level 3 Advanced GCE in Computer Science,WJEC,5,G,Own School,St Louis' Grammar School,3420010,CS,14,11
ST,601/5345/3,WJEC Level 3 Advanced GCE in Computer Science,WJEC,5,G,Own School,Rathmore,1420095,CS,14,8
ST,601/5345/3,WJEC Level 3 Advanced GCE in Computer Science,WJEC,5,G,Collaboration with other school,Campbell College,1420020,CS,14,4
ST,601/5345/3,WJEC Level 3 Advanced GCE in Computer Science,WJEC,5,G,Own School,Royal Belfast Academical Institution,1420027,CS,14,13
ST,601/5345/3,WJEC Level 3 Advanced GCE in Computer Science,WJEC,5,G,Own School,Belfast High School,3420077,CS,14,5
ST,601/5345/3,WJEC Level 3 Advanced GCE in Computer Science,WJEC,5,G,Collaboration with other school,Strathearn School,1420089,CS,14,1
ST,601/5345/3,WJEC Level 3 Advanced GCE in Computer Science,WJEC,5,G,Own School,Aquinas Grammar,1420277,CS,14,10